0,418,125,418,125,600,0,600
131,443,268,443,268,606,131,606
275,450,437,450,437,618,275,618
550,462,743,462,743,637,550,637
775,468,937,468,937,650,775,650
962,487,1118,487,1118,662,962,662
1118,493,1262,493,1262,668,1118,668
206,643,350,643,350,737,206,737
368,650,487,650,487,743,368,743
512,656,631,656,631,750,512,750
637,668,768,668,768,756,637,756
787,675,887,675,887,762,787,762
25,737,75,737,75,775,25,775
87,737,143,737,143,781,87,781
150,737,206,737,206,781,150,781
243,750,300,750,300,787,243,787
300,750,343,750,343,787,300,787
356,750,406,750,406,793,356,793
412,756,468,756,468,793,412,793
512,756,568,756,568,800,512,800
568,756,631,756,631,806,568,806
637,768,693,768,693,806,637,806
762,775,831,775,831,812,762,812
831,768,887,768,887,818,831,818
887,775,925,775,925,818,887,818
962,781,1018,781,1018,825,962,825
1025,787,1075,787,1075,825,1025,825
1500,1356,1556,1356,1556,1437,1500,1437
1506,1687,1575,1687,1575,1750,1506,1750
1525,1837,1581,1837,1581,1925,1525,1925
50,1843,112,1843,112,1900,50,1900
106,1843,162,1843,162,1900,106,1900
156,1843,206,1843,206,1900,156,1900
206,1850,237,1850,237,1893,206,1893
