3162,718,3262,718,3262,800,3162,800
2431,775,2531,775,2531,862,2431,862
2606,775,2712,775,2712,856,2606,856
2793,781,2906,781,2906,862,2793,862
3168,787,3262,787,3262,862,3168,862
2987,793,3081,793,3081,881,2987,881
2437,856,2525,856,2525,918,2437,918
2612,856,2718,856,2718,937,2612,937
2800,862,2906,862,2906,950,2800,950
3175,862,3287,862,3287,950,3175,950
2987,868,3087,868,3087,962,2987,962
2431,925,2537,925,2537,1025,2431,1025
2618,931,2725,931,2725,1018,2618,1018
2806,950,2912,950,2912,1031,2806,1031
3175,950,3300,950,3300,1037,3175,1037
2993,962,3100,962,3100,1043,2993,1043
1718,993,1918,993,1918,1168,1718,1168
2618,1012,2725,1012,2725,1100,2618,1100
2431,1018,2543,1018,2543,1112,2431,1112
2818,1025,2912,1025,2912,1112,2818,1112
3000,1043,3112,1043,3112,1137,3000,1137
3200,1043,3318,1043,3318,1131,3200,1131
2625,1093,2737,1093,2737,1200,2625,1200
2831,1106,2943,1106,2943,1200,2831,1200
2431,1118,2543,1118,2543,1206,2431,1206
3206,1131,3331,1131,3331,1225,3206,1225
3006,1143,3125,1143,3125,1231,3006,1231
2656,1193,2750,1193,2750,1287,2656,1287
2837,1200,2943,1200,2943,1281,2837,1281
2437,1206,2550,1206,2550,1293,2437,1293
3031,1212,3143,1212,3143,1318,3031,1318
3231,1218,3337,1218,3337,1293,3231,1293
2650,1281,2762,1281,2762,1393,2650,1393
2837,1293,2950,1293,2950,1381,2837,1381
2437,1293,2556,1293,2556,1406,2437,1406
3243,1300,3350,1300,3350,1381,3243,1381
3062,1318,3156,1318,3156,1406,3062,1406
2850,1375,2968,1375,2968,1493,2850,1493
3268,1381,3375,1381,3375,1468,3268,1468
2643,1393,2775,1393,2775,1500,2643,1500
3056,1400,3168,1400,3168,1512,3056,1512
3268,1475,3393,1475,3393,1581,3268,1581
2862,1493,2975,1493,2975,1587,2862,1587
2656,1506,2781,1506,2781,1587,2656,1587
3081,1506,3181,1506,3181,1593,3081,1593
2650,1581,2793,1581,2793,1693,2650,1693
2862,1587,2993,1587,2993,1700,2862,1700
3081,1587,3212,1587,3212,1700,3081,1700
3306,1600,3425,1600,3425,1687,3306,1687
3312,1681,3431,1681,3431,1800,3312,1800
2668,1693,2793,1693,2793,1818,2668,1818
3087,1693,3225,1693,3225,1806,3087,1806
2881,1712,3012,1712,3012,1800,2881,1800
2893,1793,3031,1793,3031,1906,2893,1906
3100,1800,3237,1800,3237,1906,3100,1906
3331,1806,3456,1806,3456,1918,3331,1918
2681,1812,2800,1812,2800,1918,2681,1918
2687,1912,2818,1912,2818,2012,2687,2012
2900,1912,3043,1912,3043,2018,2900,2018
3387,1918,3475,1918,3475,2031,3387,2031
3125,1925,3262,1925,3262,2012,3125,2012
2700,2012,2831,2012,2831,2125,2700,2125
3137,2018,3262,2018,3262,2137,3137,2137
2918,2031,3056,2031,3056,2125,2918,2125
3368,2031,3487,2031,3487,2143,3368,2143
687,2212,725,2212,725,2250,687,2250
768,2218,800,2218,800,2256,768,2256
875,2225,918,2225,918,2250,875,2250
1731,2237,1775,2237,1775,2268,1731,2268
1812,2237,1850,2237,1850,2275,1812,2275
1925,2243,1962,2243,1962,2275,1925,2275
650,2293,725,2293,725,2318,650,2318
831,2300,893,2300,893,2325,831,2325
1018,2306,1068,2306,1068,2337,1018,2337
1087,2306,1125,2306,1125,2331,1087,2331
1150,2312,1212,2312,1212,2331,1150,2331
1231,2308,1313,2317,1311,2339,1229,2331
1475,2310,1576,2318,1574,2343,1473,2334
1356,2318,1406,2318,1406,2337,1356,2337
1712,2318,1787,2318,1787,2337,1712,2337
1856,2318,1918,2318,1918,2343,1856,2343
2037,2325,2100,2325,2100,2350,2037,2350
625,2328,702,2336,699,2363,622,2356
2318,2331,2356,2331,2356,2362,2318,2362
2400,2331,2462,2331,2462,2356,2400,2356
2518,2337,2581,2337,2581,2356,2518,2356
3068,2336,3188,2343,3187,2364,3067,2356
743,2343,781,2343,781,2362,743,2362
843,2343,918,2343,918,2368,843,2368
2625,2343,2681,2343,2681,2362,2625,2362
3381,2343,3431,2343,3431,2362,3381,2362
3637,2343,3687,2343,3687,2368,3637,2368
962,2350,1012,2350,1012,2368,962,2368
1025,2350,1093,2350,1093,2368,1025,2368
1112,2350,1175,2350,1175,2375,1112,2375
1206,2350,1250,2350,1250,2375,1206,2375
1368,2350,1425,2350,1425,2375,1368,2375
1468,2350,1568,2350,1568,2375,1468,2375
3450,2350,3581,2350,3581,2362,3450,2362
3700,2350,3812,2350,3812,2368,3700,2368
1287,2356,1331,2356,1331,2375,1287,2375
1687,2356,1743,2356,1743,2381,1687,2381
1800,2354,1883,2362,1881,2388,1797,2381
1968,2368,2025,2368,2025,2393,1968,2393
2137,2368,2187,2368,2187,2393,2137,2393
2193,2368,2262,2368,2262,2393,2193,2393
2869,2365,3019,2372,3018,2394,2868,2387
3050,2365,3102,2375,3097,2398,3046,2387
2368,2375,2431,2375,2431,2393,2368,2393
2443,2375,2481,2375,2481,2400,2443,2400
2481,2375,2518,2375,2518,2406,2481,2406
3118,2375,3162,2375,3162,2393,3118,2393
3206,2375,3268,2375,3268,2393,3206,2393
3275,2375,3343,2375,3343,2393,3275,2393
3387,2375,3456,2375,3456,2393,3387,2393
3456,2375,3512,2375,3512,2400,3456,2400
744,2375,814,2384,811,2408,741,2399
837,2381,906,2381,906,2406,837,2406
2625,2381,2687,2381,2687,2400,2625,2400
3612,2381,3681,2381,3681,2400,3612,2400
3750,2381,3800,2381,3800,2400,3750,2400
1093,2387,1143,2387,1143,2412,1093,2412
1162,2387,1231,2387,1231,2412,1162,2412
1319,2391,1382,2400,1379,2422,1316,2413
1400,2393,1475,2393,1475,2418,1400,2418
1681,2400,1737,2400,1737,2425,1681,2425
1775,2400,1875,2400,1875,2425,1775,2425
1900,2400,1968,2400,1968,2425,1900,2425
1981,2406,2043,2406,2043,2431,1981,2431
2925,2406,3006,2406,3006,2425,2925,2425
3012,2406,3087,2406,3087,2425,3012,2425
3087,2406,3162,2406,3162,2425,3087,2425
3168,2406,3225,2406,3225,2425,3168,2425
3231,2404,3382,2412,3381,2433,3230,2425
3400,2406,3462,2406,3462,2437,3400,2437
3468,2406,3550,2406,3550,2431,3468,2431
2168,2412,2243,2412,2243,2431,2168,2431
3556,2412,3606,2412,3606,2431,3556,2431
3606,2412,3718,2412,3718,2431,3606,2431
3756,2412,3800,2412,3800,2431,3756,2431
3812,2412,3893,2412,3893,2431,3812,2431
731,2418,793,2418,793,2443,731,2443
2406,2418,2462,2418,2462,2437,2406,2437
2500,2418,2550,2418,2550,2437,2500,2437
2562,2418,2637,2418,2637,2443,2562,2443
668,2425,718,2425,718,2443,668,2443
831,2425,868,2425,868,2443,831,2443
993,2431,1081,2431,1081,2456,993,2456
1125,2431,1168,2431,1168,2456,1125,2456
1168,2431,1212,2431,1212,2456,1168,2456
1218,2431,1275,2431,1275,2456,1218,2456
1281,2431,1325,2431,1325,2456,1281,2456
1337,2431,1375,2431,1375,2456,1337,2456
1406,2431,1456,2431,1456,2456,1406,2456
2937,2437,3018,2437,3018,2456,2937,2456
3031,2437,3100,2437,3100,2456,3031,2456
3113,2432,3171,2444,3166,2467,3108,2455
3175,2433,3294,2443,3292,2467,3173,2456
1857,2441,1939,2450,1937,2476,1854,2467
3412,2443,3487,2443,3487,2462,3412,2462
3487,2443,3556,2443,3556,2462,3487,2462
1956,2450,2018,2450,2018,2475,1956,2475
2031,2450,2075,2450,2075,2468,2031,2468
2168,2450,2212,2450,2212,2475,2168,2475
3687,2450,3756,2450,3756,2462,3687,2462
593,2456,650,2456,650,2481,593,2481
2075,2456,2118,2456,2118,2475,2075,2475
