1668,1131,1862,1131,1862,1312,1668,1312
1881,1137,2056,1137,2056,1318,1881,1318
2081,1137,2268,1137,2268,1312,2081,1312
2281,1143,2437,1143,2437,1306,2281,1306
2756,1406,2825,1406,2825,1487,2756,1487
112,1425,187,1425,187,1518,112,1518
1300,1443,1350,1443,1350,1475,1300,1475
3781,1456,3837,1456,3837,1525,3781,1525
1275,1506,1368,1506,1368,1606,1275,1606
2762,1506,2843,1506,2843,1600,2762,1600
112,1531,175,1531,175,1637,112,1637
3787,1556,3856,1556,3856,1643,3787,1643
2768,1606,2843,1606,2843,1700,2768,1700
1275,1618,1368,1618,1368,1725,1275,1725
100,1656,175,1656,175,1756,100,1756
3793,1656,3862,1656,3862,1743,3793,1743
2775,1718,2856,1718,2856,1812,2775,1812
1275,1737,1375,1737,1375,1850,1275,1850
3800,1762,3862,1762,3862,1843,3800,1843
1275,1862,1368,1862,1368,1956,1275,1956
3812,1862,3887,1862,3887,1962,3812,1962
125,1931,162,1931,162,1987,125,1987
2812,1943,2850,1943,2850,2000,2812,2000
1268,1968,1356,1968,1356,2075,1268,2075
3818,1975,3887,1975,3887,2056,3818,2056
112,2018,150,2018,150,2106,112,2106
3818,2062,3893,2062,3893,2162,3818,2162
1256,2087,1362,2087,1362,2193,1256,2193
