2581,137,2787,137,2787,431,2581,431
2818,243,2993,243,2993,593,2818,593
1481,493,1562,493,1562,618,1481,618
1475,625,1562,625,1562,743,1475,743
1462,750,1575,750,1575,893,1462,893
1456,1043,1575,1043,1575,1193,1456,1193
1456,1206,1593,1206,1593,1362,1456,1362
1475,1368,1593,1368,1593,1543,1475,1543
1481,1531,1600,1531,1600,1706,1481,1706
1475,1725,1625,1725,1625,1893,1475,1893
1487,1931,1625,1931,1625,2112,1487,2112
1487,2143,1631,2143,1631,2325,1487,2325
1487,2350,1625,2350,1625,2518,1487,2518
1487,2543,1612,2543,1612,2762,1487,2762
1493,2800,1631,2800,1631,3031,1493,3031
1493,3056,1656,3056,1656,3287,1493,3287
818,3231,937,3231,937,3381,818,3381
968,3250,1062,3250,1062,3375,968,3375
1481,3331,1662,3331,1662,3593,1481,3593
818,3393,937,3393,937,3543,818,3543
962,3400,1056,3400,1056,3556,962,3556
831,3568,931,3568,931,3718,831,3718
943,3568,1050,3568,1050,3700,943,3700
2506,3606,2537,3606,2537,3643,2506,3643
2537,3606,2587,3606,2587,3643,2537,3643
943,3725,1056,3725,1056,3868,943,3868
806,3731,925,3731,925,3887,806,3887
