1993,1437,2093,1437,2093,1593,1993,1593
15,1470,571,1419,614,1893,58,1944
1662,1493,1825,1493,1825,1575,1662,1575
1550,1593,1887,1593,1887,1875,1550,1875
67,1884,573,1938,539,2259,33,2205
1575,1918,1856,1918,1856,2150,1575,2150
6,2287,181,2287,181,2587,6,2587
0,2356,12,2356,12,2437,0,2437
218,2443,275,2443,275,2531,218,2531
68,2525,118,2525,118,2581,68,2581
2425,3025,2550,3025,2550,3150,2425,3150
2225,3137,2268,3137,2268,3168,2225,3168
1493,3306,1581,3306,1581,3406,1493,3406
1193,3418,1343,3418,1343,3537,1193,3537
