1348,1077,1549,1077,1549,1285,1348,1285
1348,1329,1575,1329,1575,1543,1348,1543
1348,1606,1549,1606,1549,1827,1348,1827
1316,1858,1568,1858,1568,2116,1316,2116
1316,2167,1562,2167,1562,2438,1316,2438
1285,2507,1556,2507,1556,2841,1285,2841
1310,2904,1556,2904,1556,3269,1310,3269
1266,3383,1581,3383,1581,3773,1266,3773
1260,3924,1543,3924,1543,4025,1260,4025
