1404,0,1625,0,1625,144,1404,144
1360,182,1650,182,1650,453,1360,453
1373,510,1644,510,1644,800,1373,800
1354,863,1631,863,1631,1190,1354,1190
1386,1253,1631,1253,1631,1593,1386,1593
1348,1669,1663,1669,1663,2034,1348,2034
1341,2129,1682,2129,1682,2526,1341,2526
1323,2614,1669,2614,1669,3036,1323,3036
1310,3118,1675,3118,1675,3628,1310,3628
