1543,2550,1593,2550,1593,2568,1543,2568
1756,2550,1806,2550,1806,2568,1756,2568
1918,2550,2012,2550,2012,2568,1918,2568
2068,2550,2118,2550,2118,2568,2068,2568
281,2556,337,2556,337,2575,281,2575
787,2556,856,2556,856,2575,787,2575
862,2556,912,2556,912,2575,862,2575
1375,2581,1412,2581,1412,2606,1375,2606
1518,2581,1575,2581,1575,2600,1518,2600
2181,2581,2237,2581,2237,2600,2181,2600
287,2587,343,2587,343,2606,287,2606
756,2587,800,2587,800,2606,756,2606
837,2587,900,2587,900,2606,837,2606
1037,2587,1093,2587,1093,2606,1037,2606
1150,2618,1218,2618,1218,2637,1150,2637
1381,2614,1446,2622,1443,2645,1378,2637
1481,2618,1537,2618,1537,2637,1481,2637
1550,2618,1631,2618,1631,2637,1550,2637
1656,2618,1706,2618,1706,2637,1656,2637
1781,2618,1831,2618,1831,2637,1781,2637
1975,2618,2025,2618,2025,2637,1975,2637
2025,2618,2062,2618,2062,2637,2025,2637
2081,2618,2125,2618,2125,2637,2081,2637
2125,2618,2193,2618,2193,2637,2125,2637
300,2625,362,2625,362,2643,300,2643
387,2625,450,2625,450,2643,387,2643
518,2625,568,2625,568,2643,518,2643
837,2625,900,2625,900,2643,837,2643
1075,2625,1150,2625,1150,2643,1075,2643
1575,2650,1625,2650,1625,2675,1575,2675
1631,2650,1718,2650,1718,2675,1631,2675
331,2653,396,2662,393,2685,328,2676
1306,2656,1362,2656,1362,2675,1306,2675
1537,2656,1575,2656,1575,2675,1537,2675
931,2687,975,2687,975,2712,931,2712
1275,2687,1325,2687,1325,2706,1275,2706
1325,2687,1400,2687,1400,2706,1325,2706
1600,2687,1662,2687,1662,2706,1600,2706
1700,2687,1775,2687,1775,2706,1700,2706
1800,2687,1856,2687,1856,2706,1800,2706
1887,2687,1931,2687,1931,2706,1887,2706
337,2693,381,2693,381,2718,337,2718
400,2693,462,2693,462,2712,400,2712
537,2693,581,2693,581,2718,537,2718
600,2693,668,2693,668,2718,600,2718
681,2693,725,2693,725,2712,681,2712
725,2693,768,2693,768,2712,725,2712
787,2693,831,2693,831,2712,787,2712
