1793,993,1950,993,1950,1175,1793,1175
1962,993,2137,993,2137,1193,1962,1193
2156,1012,2312,1012,2312,1206,2156,1206
2337,1031,2487,1031,2487,1212,2337,1212
737,1606,793,1606,793,1675,737,1675
3300,1650,3331,1650,3331,1693,3300,1693
731,1668,787,1668,787,1731,731,1731
3306,1693,3337,1693,3337,1756,3306,1756
731,1731,781,1731,781,1793,731,1793
3306,1750,3343,1750,3343,1800,3306,1800
718,1793,775,1793,775,1862,718,1862
3312,1800,3356,1800,3356,1856,3312,1856
712,1875,768,1875,768,1943,712,1943
3331,1881,3368,1881,3368,1937,3331,1937
3337,1937,3375,1937,3375,1987,3337,1987
706,1943,768,1943,768,2012,706,2012
3343,1987,3381,1987,3381,2043,3343,2043
706,2012,768,2012,768,2081,706,2081
3350,2043,3387,2043,3387,2093,3350,2093
706,2081,756,2081,756,2143,706,2143
3362,2106,3393,2106,3393,2156,3362,2156
706,2143,750,2143,750,2206,706,2206
3362,2156,3400,2156,3400,2200,3362,2200
693,2200,750,2200,750,2268,693,2268
3362,2206,3412,2206,3412,2256,3362,2256
3381,2262,3412,2262,3412,2318,3381,2318
700,2287,743,2287,743,2337,700,2337
3387,2325,3425,2325,3425,2381,3387,2381
3393,2387,3431,2387,3431,2443,3393,2443
3400,2443,3443,2443,3443,2500,3400,2500
3406,2500,3443,2500,3443,2556,3406,2556
3418,2562,3450,2562,3450,2606,3418,2606
3418,2612,3456,2612,3456,2668,3418,2668
3431,2675,3462,2675,3462,2725,3431,2725
3431,2731,3468,2731,3468,2781,3431,2781
3431,2781,3487,2781,3487,2850,3431,2850
