1568,25,1617,8,1625,33,1576,49
1462,31,1511,14,1519,39,1470,55
1830,35,1903,11,1912,37,1839,61
1743,25,1787,25,1787,50,1743,50
1679,55,1741,31,1750,54,1689,79
2018,37,2075,37,2075,68,2018,68
1773,66,1828,38,1838,58,1783,86
1863,60,1929,44,1936,69,1869,85
1815,76,1868,66,1873,92,1820,103
1505,85,1554,69,1562,93,1513,110
1895,88,1967,70,1973,94,1901,112
1561,101,1628,74,1637,97,1570,124
1381,87,1418,87,1418,118,1381,118
1752,102,1805,89,1810,111,1757,124
1818,118,1878,98,1886,123,1826,143
1381,131,1418,131,1418,156,1381,156
1463,170,1524,152,1530,176,1470,194
1539,177,1592,164,1598,186,1545,199
1613,188,1673,170,1679,192,1619,209
1463,239,1561,208,1568,232,1470,262
2137,875,2225,875,2225,962,2137,962
2150,962,2212,962,2212,1050,2150,1050
1625,975,1687,975,1687,1050,1625,1050
2012,993,2100,993,2100,1075,2012,1075
1875,1018,1943,1018,1943,1093,1875,1093
1750,1025,1818,1025,1818,1137,1750,1137
2143,1056,2231,1056,2231,1150,2143,1150
2012,1087,2093,1087,2093,1187,2012,1187
1250,1093,1300,1093,1300,1150,1250,1150
1875,1100,1950,1100,1950,1206,1875,1206
1750,1143,1831,1143,1831,1243,1750,1243
2143,1150,2218,1150,2218,1237,2143,1237
2012,1187,2093,1187,2093,1275,2012,1275
1875,1206,1956,1206,1956,1293,1875,1293
2150,1237,2237,1237,2237,1343,2150,1343
1756,1243,1825,1243,1825,1318,1756,1318
2012,1281,2093,1281,2093,1375,2012,1375
1875,1306,1956,1306,1956,1393,1875,1393
1756,1331,1837,1331,1837,1431,1756,1431
2150,1350,2231,1350,2231,1418,2150,1418
2018,1375,2100,1375,2100,1468,2018,1468
1875,1387,1943,1387,1943,1493,1875,1493
2168,1431,2225,1431,2225,1462,2168,1462
1756,1437,1818,1437,1818,1518,1756,1518
2018,1475,2093,1475,2093,1568,2018,1568
1875,1493,1956,1493,1956,1581,1875,1581
2156,1506,2231,1506,2231,1606,2156,1606
1756,1525,1825,1525,1825,1593,1756,1593
1281,1562,1312,1562,1312,1625,1281,1625
1881,1568,1943,1568,1943,1675,1881,1675
2018,1568,2087,1568,2087,1650,2018,1650
1750,1600,1831,1600,1831,1687,1750,1687
2156,1612,2237,1612,2237,1700,2156,1700
2018,1656,2093,1656,2093,1762,2018,1762
1881,1687,1956,1687,1956,1768,1881,1768
1762,1700,1825,1700,1825,1787,1762,1787
2156,1700,2250,1700,2250,1781,2156,1781
2012,1762,2081,1762,2081,1843,2012,1843
1875,1775,1956,1775,1956,1856,1875,1856
2150,1787,2237,1787,2237,1887,2150,1887
1756,1793,1825,1793,1825,1868,1756,1868
2012,1843,2093,1843,2093,1925,2012,1925
1881,1856,1950,1856,1950,1931,1881,1931
1762,1875,1825,1875,1825,1975,1762,1975
2156,1881,2218,1881,2218,1987,2156,1987
2018,1918,2081,1918,2081,2006,2018,2006
1875,1931,1956,1931,1956,2012,1875,2012
1762,1987,1837,1987,1837,2075,1762,2075
2150,1993,2231,1993,2231,2081,2150,2081
1875,2012,1962,2012,1962,2100,1875,2100
2012,2012,2075,2012,2075,2093,2012,2093
1762,2075,1825,2075,1825,2150,1762,2150
2150,2087,2231,2087,2231,2168,2150,2168
1875,2093,1956,2093,1956,2187,1875,2187
2006,2100,2087,2100,2087,2181,2006,2181
1756,2150,1825,2150,1825,2250,1756,2250
2143,2150,2225,2150,2225,2275,2143,2275
2012,2181,2087,2181,2087,2262,2012,2262
1875,2187,1950,2187,1950,2275,1875,2275
2006,2256,2075,2256,2075,2350,2006,2350
1756,2262,1831,2262,1831,2356,1756,2356
1875,2262,1943,2262,1943,2362,1875,2362
2143,2281,2231,2281,2231,2375,2143,2375
1750,2343,1837,2343,1837,2431,1750,2431
1875,2362,1943,2362,1943,2475,1875,2475
2006,2362,2081,2362,2081,2456,2006,2456
2137,2381,2225,2381,2225,2481,2137,2481
1756,2431,1825,2431,1825,2506,1756,2506
2000,2462,2081,2462,2081,2543,2000,2543
1887,2468,1943,2468,1943,2543,1887,2543
1381,2491,1434,2500,1430,2521,1378,2513
2143,2487,2225,2487,2225,2581,2143,2581
1212,2506,1275,2506,1275,2531,1212,2531
1487,2591,1540,2600,1536,2621,1484,2613
1612,2593,1668,2593,1668,2618,1612,2618
1414,2598,1473,2613,1467,2635,1408,2620
1682,2602,1736,2620,1729,2643,1675,2625
1601,2614,1654,2627,1648,2649,1595,2636
1790,2626,1868,2648,1861,2672,1783,2650
